Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of Peridot
appliedenergistics2:facade:0, Cable Facade - Block of Yellow Garnet
appliedenergistics2:facade:0, Cable Facade - Block of Red Garnet
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Refined Iron
appliedenergistics2:facade:0, Cable Facade - Fusion Coil
appliedenergistics2:facade:0, Cable Facade - Basic Machine Frame
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Frame
appliedenergistics2:facade:0, Cable Facade - Highly Advanced Machine Frame
appliedenergistics2:facade:0, Cable Facade - Rubber Wood
appliedenergistics2:facade:0, Cable Facade - Rubber Wood Planks
appliedenergistics2:facade:0, Cable Facade - Rubber Leaves
appliedenergistics2:facade:0, Cable Facade - Nuke
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Boron Ore
appliedenergistics2:facade:0, Cable Facade - Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Thorium Block
appliedenergistics2:facade:0, Cable Facade - Uranium Block
appliedenergistics2:facade:0, Cable Facade - Boron Block
appliedenergistics2:facade:0, Cable Facade - Lithium Block
appliedenergistics2:facade:0, Cable Facade - Magnesium Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Beryllium Block
appliedenergistics2:facade:0, Cable Facade - Zirconium Block
appliedenergistics2:facade:0, Cable Facade - Manganese Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Manganese Oxide Block
appliedenergistics2:facade:0, Cable Facade - Manganese Dioxide Block
appliedenergistics2:facade:0, Cable Facade - Uranium-238 Block
appliedenergistics2:facade:0, Cable Facade - Neptunium-237 Block
appliedenergistics2:facade:0, Cable Facade - Plutonium-242 Block
appliedenergistics2:facade:0, Cable Facade - Americium-243 Block
appliedenergistics2:facade:0, Cable Facade - Curium-246 Block
appliedenergistics2:facade:0, Cable Facade - Berkelium-247 Block
appliedenergistics2:facade:0, Cable Facade - Californium-252 Block
appliedenergistics2:facade:0, Cable Facade - Supercold Ice
appliedenergistics2:facade:0, Cable Facade - Heavy Water Moderator
appliedenergistics2:facade:0, Cable Facade - Beryllium-Carbon Neutron Reflector
appliedenergistics2:facade:0, Cable Facade - Lead-Steel Neutron Reflector
appliedenergistics2:facade:0, Cable Facade - Glowing Mushroom Block
appliedenergistics2:facade:0, Cable Facade - Wasteland Earth
appliedenergistics2:facade:0, Cable Facade - Wasteland Portal
appliedenergistics2:facade:0, Cable Facade - Tritium Lamp
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Oil Shale
appliedenergistics2:facade:0, Cable Facade - Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Energized Netherrack
appliedenergistics2:facade:0, Cable Facade - Resonant End Stone
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Infused Metal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Signalum
appliedenergistics2:facade:0, Cable Facade - Block of Lumium
appliedenergistics2:facade:0, Cable Facade - Block of Enderium
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Black Rockwool
appliedenergistics2:facade:0, Cable Facade - Red Rockwool
appliedenergistics2:facade:0, Cable Facade - Green Rockwool
appliedenergistics2:facade:0, Cable Facade - Brown Rockwool
appliedenergistics2:facade:0, Cable Facade - Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Purple Rockwool
appliedenergistics2:facade:0, Cable Facade - Cyan Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Pink Rockwool
appliedenergistics2:facade:0, Cable Facade - Lime Rockwool
appliedenergistics2:facade:0, Cable Facade - Yellow Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Magenta Rockwool
appliedenergistics2:facade:0, Cable Facade - Orange Rockwool
appliedenergistics2:facade:0, Cable Facade - White Rockwool
appliedenergistics2:facade:0, Cable Facade - tile.taint_andesite.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_cobblestone.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_diorite.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_granite.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_gravel.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_sand.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_sandstone.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_stone_bricks.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_bauxite.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_boron.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_copper.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_galena.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_gold.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_iridium.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_iron.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_lead.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_lithium.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_nickel.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_Magnesium.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_silver.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_thorium.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_tin.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_uranium.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_certus.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_charged_certus.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_coal.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_diamond.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_emerald.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_lapis.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_redstone.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_ruby.name
appliedenergistics2:facade:0, Cable Facade - tile.taint_ore_sapphire.name
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Arcane Stone
appliedenergistics2:facade:0, Cable Facade - Arcane Stone Brick
appliedenergistics2:facade:0, Cable Facade - Ancient Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Stone Tile
appliedenergistics2:facade:0, Cable Facade - Ancient Rock
appliedenergistics2:facade:0, Cable Facade - Glyphed Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Barrier
appliedenergistics2:facade:0, Cable Facade - Eldritch Stone
appliedenergistics2:facade:0, Cable Facade - Porous Stone
appliedenergistics2:facade:0, Cable Facade - Greatwood Log
appliedenergistics2:facade:0, Cable Facade - Silverwood Log
appliedenergistics2:facade:0, Cable Facade - Greatwood Leaves
appliedenergistics2:facade:0, Cable Facade - Silverwood Leaves
appliedenergistics2:facade:0, Cable Facade - Greatwood Planks
appliedenergistics2:facade:0, Cable Facade - Silverwood Planks
appliedenergistics2:facade:0, Cable Facade - Amber Block
appliedenergistics2:facade:0, Cable Facade - Amber Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Flesh
appliedenergistics2:facade:0, Cable Facade - Crusted Taint
appliedenergistics2:facade:0, Cable Facade - Tainted Soil
appliedenergistics2:facade:0, Cable Facade - Tainted Rock
appliedenergistics2:facade:0, Cable Facade - Taint Geyser
appliedenergistics2:facade:0, Cable Facade - Taintwood Log
appliedenergistics2:facade:0, Cable Facade - Ambient Grass Block
appliedenergistics2:facade:0, Cable Facade - Brass Block
appliedenergistics2:facade:0, Cable Facade - Thaumium Block
appliedenergistics2:facade:0, Cable Facade - Void Metal Block
appliedenergistics2:facade:0, Cable Facade - Alchemical Construct
appliedenergistics2:facade:0, Cable Facade - Advanced Alchemical Construct
appliedenergistics2:facade:0, Cable Facade - Infusion Speed Stone
appliedenergistics2:facade:0, Cable Facade - Infusion Cost Stone
appliedenergistics2:facade:0, Cable Facade - Vis Battery
appliedenergistics2:facade:0, Cable Facade - Empty Space
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
baubles:ring:0, Miner's Ring
thaumcraft:thaumonomicon:0, Thaumonomicon
thaumcraft:curio:0, Arcane Curiosity
thaumcraft:curio:1, Preserved Curiosity
thaumcraft:curio:2, Ancient Curiosity
thaumcraft:curio:3, Eldritch Curiosity
thaumcraft:curio:4, Illuminating Curiosity
thaumcraft:curio:5, Twisted Curiosity
thaumcraft:curio:6, Crimson Rites
thaumcraft:loot_bag:0, Common Treasure
thaumcraft:loot_bag:1, Uncommon Treasure
thaumcraft:loot_bag:2, Rare Treasure
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, Pech Wand
thaumcraft:celestial_notes:0, Celestial Notes
thaumcraft:celestial_notes:1, Celestial Notes
thaumcraft:celestial_notes:2, Celestial Notes
thaumcraft:celestial_notes:3, Celestial Notes
thaumcraft:celestial_notes:4, Celestial Notes
thaumcraft:celestial_notes:5, Celestial Notes
thaumcraft:celestial_notes:6, Celestial Notes
thaumcraft:celestial_notes:7, Celestial Notes
thaumcraft:celestial_notes:8, Celestial Notes
thaumcraft:celestial_notes:9, Celestial Notes
thaumcraft:celestial_notes:10, Celestial Notes
thaumcraft:celestial_notes:11, Celestial Notes
thaumcraft:celestial_notes:12, Celestial Notes
thaumcraft:amber, Amber
thaumcraft:quicksilver, Quicksilver
thaumcraft:ingot:0, Thaumium Ingot
thaumcraft:ingot:1, Void Metal Ingot
thaumcraft:ingot:2, Alchemical Brass Ingot
thaumcraft:nugget:0, Iron Nugget
thaumcraft:nugget:1, Copper Nugget
thaumcraft:nugget:2, Tin Nugget
thaumcraft:nugget:3, Silver Nugget
thaumcraft:nugget:4, Lead Nugget
thaumcraft:nugget:5, Quicksilver Drop
thaumcraft:nugget:6, Thaumium Nugget
thaumcraft:nugget:7, Void Metal Nugget
thaumcraft:nugget:8, Alchemical Brass Nugget
thaumcraft:nugget:9, Quartz Sliver
thaumcraft:nugget:10, Rare Earths
thaumcraft:cluster:0, Native Iron Cluster
thaumcraft:cluster:1, Native Gold Cluster
thaumcraft:cluster:2, Native Copper Cluster
thaumcraft:cluster:3, Native Tin Cluster
thaumcraft:cluster:4, Native Silver Cluster
thaumcraft:cluster:5, Native Lead Cluster
thaumcraft:cluster:6, Native Cinnabar Cluster
thaumcraft:cluster:7, Native Quartz Cluster
thaumcraft:fabric, Enchanted Fabric
thaumcraft:vis_resonator, Vis Resonator
thaumcraft:tallow, Magic Tallow
thaumcraft:mechanism_simple, Simple Arcane Mechanism
thaumcraft:mechanism_complex, Complex Arcane Mechanism
thaumcraft:plate:0, Brass Plate
thaumcraft:plate:1, Iron Plate
thaumcraft:plate:2, Thaumium Plate
thaumcraft:plate:3, Void Metal Plate
thaumcraft:filter, Essentia Filter
thaumcraft:morphic_resonator, Morphic Resonator
thaumcraft:salis_mundus, Salis Mundus
thaumcraft:mirrored_glass, Mirrored Glass
thaumcraft:void_seed, Void Seed
thaumcraft:mind:0, Clockwork Mind
thaumcraft:mind:1, Biothaumic Mind
thaumcraft:module:0, Vision Module
thaumcraft:module:1, Aggression Module
thaumcraft:crystal_essence, %s Vis Crystal
thaumcraft:chunk:0, Beef Nugget
thaumcraft:chunk:1, Chicken Nugget
thaumcraft:chunk:2, Pork Nugget
thaumcraft:chunk:3, Fish Nugget
thaumcraft:chunk:4, Rabbit Nugget
thaumcraft:chunk:5, Mutton Nugget
thaumcraft:triple_meat_treat, Triple Meat Treat
thaumcraft:brain, Zombie Brain
thaumcraft:label:0, Blank Label
thaumcraft:phial:0, Glass Phial
thaumcraft:phial:1, Phial of Aer Essentia
thaumcraft:phial:1, Phial of Terra Essentia
thaumcraft:phial:1, Phial of Ignis Essentia
thaumcraft:phial:1, Phial of Aqua Essentia
thaumcraft:phial:1, Phial of Ordo Essentia
thaumcraft:phial:1, Phial of Perditio Essentia
thaumcraft:phial:1, Phial of Vacuos Essentia
thaumcraft:phial:1, Phial of Lux Essentia
thaumcraft:phial:1, Phial of Motus Essentia
thaumcraft:phial:1, Phial of Gelum Essentia
thaumcraft:phial:1, Phial of Vitreus Essentia
thaumcraft:phial:1, Phial of Metallum Essentia
thaumcraft:phial:1, Phial of Victus Essentia
thaumcraft:phial:1, Phial of Mortuus Essentia
thaumcraft:phial:1, Phial of Potentia Essentia
thaumcraft:phial:1, Phial of Permutatio Essentia
thaumcraft:phial:1, Phial of Praecantatio Essentia
thaumcraft:phial:1, Phial of Auram Essentia
thaumcraft:phial:1, Phial of Alkimia Essentia
thaumcraft:phial:1, Phial of Vitium Essentia
thaumcraft:phial:1, Phial of Tenebrae Essentia
thaumcraft:phial:1, Phial of Alienis Essentia
thaumcraft:phial:1, Phial of Volatus Essentia
thaumcraft:phial:1, Phial of Herba Essentia
thaumcraft:phial:1, Phial of Instrumentum Essentia
thaumcraft:phial:1, Phial of Fabrico Essentia
thaumcraft:phial:1, Phial of Machina Essentia
thaumcraft:phial:1, Phial of Vinculum Essentia
thaumcraft:phial:1, Phial of Spiritus Essentia
thaumcraft:phial:1, Phial of Cognitio Essentia
thaumcraft:phial:1, Phial of Sensus Essentia
thaumcraft:phial:1, Phial of Aversio Essentia
